,lm_id,name,abbrev
407,LMSP0505AU08,dimeric Lex(d18:1/26:1(17Z)),Hex(4)-HexNAc(2)-Fuc(2)-Cer 44:2;O2
408,LMSP0505BB03,trimeric Lex(d18:1/20:0),Hex(5)-HexNAc(3)-Fuc(3)-Cer 38:1;O2
409,LMSP0505CC01,,Hex(5)-HexNAc(4)-Fuc-Cer 34:1;O2
410,LMSP0505EI02,,Hex(5)-HexNAc(4)-Fuc-Cer 36:1;O2
411,LMSP0505EJ04,,Hex(4)-HexNAc(2)-Cer 40:1;O2
412,LMSP0505EG05,,Hex(5)-HexNAc(4)-Fuc-Cer 42:1;O2
413,LMSP0505EG08,,Hex(5)-HexNAc(4)-Fuc-Cer 44:2;O2
414,LMSP0506AA07,,Hex(3)-Fuc-Cer 42:2;O2
415,LMSP0501AD03,,Hex2Cer 38:1;O2
416,LMSP0601AX07,GP1c(d18:1/24:1(15Z)),Hex(3)-HexNAc-NeuAc(5)-Cer 42:2;O2
417,LMSP0506AO07,,Hex(3)-HexNAc(2)-Cer 42:2;O2
418,LMSP0509AA01,,Hex2Cer 34:1;O2
419,LMSP0601AB02,SSEA-4 antigen(d18:1/18:0),Hex(4)-HexNAc-NeuAc-Cer 36:1;O2
420,LMSP0601AJ06,GM3(d18:1/26:0),NeuAcHex2Cer 44:1;O2
421,LMSP0601BB06,,Hex(4)-HexNAc(2)-NeuAc-Cer 44:1;O2
422,LMSP0601BA04,GD1e(d18:1/22:0),Hex(3)-HexNAc-NeuAc(2)-Cer 40:1;O2
423,LMSP0601BI04,Fuc-GD1b(d18:1/22:0),Hex(3)-HexNAc-Fuc-NeuAc(2)-Cer 40:1;O2
424,LMSP0601BM05,GM1alpha(d18:1/24:0),Hex(3)-HexNAc-NeuAc-Cer 42:1;O2
425,LMSP0601AW05,GT1a(d18:1/24:0),Hex(3)-HexNAc-NeuAc(3)-Cer 42:1;O2
426,LMSP0601CP06,,Hex(3)-HexNAc(3)-NeuAc-Cer 44:1;O2
427,LMSP0601CR01,,Hex(4)-HexNAc(2)-NeuGc-Cer 34:1;O2
428,LMSP0601CX01,,Hex(3)-HexNAc(3)-NeuAc-Cer 34:1;O2
429,LMSP0601DG01,KDN-GM2(d18:1/16:0),Hex(2)-HexNAc-KDN-Cer 34:1;O2
430,LMSP0601DQ03,,Hex(3)-HexNAc(3)-NeuAc-Cer 38:1;O2
431,LMSP0601DY02,sialyl(2-6)lactotetraosylceramide(d18:1/18:0),Hex(3)-HexNAc-NeuAc-Cer 36:1;O2
432,LMSP0601DY05,sialyl(2-6)lactotetraosylceramide(d18:1/24:0),Hex(3)-HexNAc-NeuAc-Cer 42:1;O2
433,LMSP0601EY08,,Hex(4)-HexNAc(3)-NeuAc-Cer 44:2;O2
434,LMSP0601FO02,,Hex(4)-HexNAc(3)-NeuAc-Cer 36:1;O2
435,LMSP0601FQ08,,Hex(5)-HexNAc(3)-NeuAc(2)-Cer 44:2;O2
436,LMSP0601FZ01,,Hex(6)-HexNAc(3)-Fuc-NeuAc-Cer 34:1;O2
437,LMSP0601FL06,,Hex(6)-HexNAc(4)-Fuc-NeuAc-Cer 44:1;O2
438,LMSP0601AN06,GD2(d18:1/26:0),Hex(2)-HexNAc-NeuAc(2)-Cer 44:1;O2
439,LMFA08020100,N-stearoyl tyrosine,NA 27:5;O3
440,LMSP0601GW04,,Hex(4)-HexNAc-NeuAc-Cer 40:1;O2
441,LMSP0601GS08,,Hex(4)-HexNAc-NeuAc-Cer 44:2;O2
442,LMSP0601BK07,,
443,LMFA05000121,"2,4-Dimethyl-5-hepten-1-ol",FOH 9:1
444,LMFA05000132,"3,4,7-Trimethyl-2E,6-nonadien-1-ol",FOH 12:2
445,LMGP01011562,"PC(17:2(9Z,12Z)/18:1(9Z))",PC 35:3
446,LMFA05000149,"9E,11-Dodecadien-1-ol",FOH 12:2
447,LMPR0104010019,Phytane,
448,LMFA05000202,13Z-Hexadecen-11-yn-1-ol,FOH 16:3
449,LMFA06000216,7Z-Hexadecenal,FAL 16:1
450,LMFA03110041,ent-12-F2c-IsoP,FA 20:3;O3
451,LMFA03110047,ent-12-epi-12-F2t-IsoP,FA 20:3;O3
452,LMFA07010264,3E-Tridecenyl acetate,SFE 15:1
453,LMFA07010332,12E-Pentadecenyl acetate,SFE 17:1
454,LMFA01030817,5(E)-Arachidonic acid,FA 20:4
455,LMFA07010285,11E-Tetradecenyl acetate,SFE 16:1
456,LMFA07010369,"10Z,12E-Hexadecadienyl acetate",SFE 18:2
457,LMPR0103330007,Cadalene,
458,LMSP03010056,SM(d19:1/18:0),SM 37:1;O2
459,LMFA01020300,Phthioceranic acid (C37),FA 37:0
460,LMFA01020330,Hydroxyphthioceranic acid (C46),FA 46:0;O
461,LMFA07010400,SFE 20:1(11Z)/2:0,SFE 22:1
462,LMGP02010777,"PE(19:0/18:3(6Z,9Z,12Z))",PE 37:3
463,LMGP02010453,PE(15:0/14:0),PE 29:0
464,LMGP01011869,"PC(20:3(8Z,11Z,14Z)/14:1(9Z))",PC 34:4
465,LMGL05010018,"MGDG(16:3(7Z,10Z,13Z)/20:5(5Z,8Z,11Z,14Z,17Z))",MGDG 36:8
466,LMSL03000732,"PAT18(22:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S]))",
467,LMFA12000162,1-Dodecen-3-one,
468,LMGP02010647,"PE(18:1(9Z)/20:2(11Z,14Z))",PE 38:3
469,LMST01080084,,
470,LMSP05010052,"GlcCer(d18:2(4E,8Z)/20:0(2OH[R]))",HexCer 38:2;O3
471,LMGP03060021,1-(2-methoxy-docosanyl)-sn-glycero-3-phosphoserine,LPS O-23:0;O
472,LMGP02060036,"1-(2-methoxy-7Z,21Z-octacosadienyl)-sn-glycero-3-phosphoethanolamine",LPE O-29:2;O
473,LMFA01080028,12-methoxyeicosanoic acid,FA 21:0;O
474,LMGP01011689,"PC(18:3(9Z,12Z,15Z)/20:1(11Z))",PC 38:4
475,LMPR02020067,Plastochromenol-8,
476,LMGP01011343,PC(13:0/16:1(9Z)),PC 29:1
477,LMFA01160050,2-tetracosyl-3-hydroxy-heptatriaconta-20Z-enoic acid,FA 61:1;O
478,LMFA01160037,2-eicosyl-3-hydroxy-nonatriaconta-18Z-enoic acid,FA 59:1;O
479,LMFA01160104,"2-eicosyl-3-hydroxy-32,33-epoxy-34-methyl-pentacontanoic acid",FA 71:1;O2
480,LMFA01160121,"2-tetracosyl-3-hydroxy-36,37-epoxy-38-methyl-octapentacontanoic acid",FA 83:1;O2
481,LMFA02000355,"10-hydroxy-9Z,12Z-octadecadienoic acid",FA 18:2;O
482,LMFA08040064,Juniperonoyl ethanolamide,NAE 20:4
483,LMFA08020251,N-tricosanoyl taurine,NAT 23:0
484,LMPR01070396,Mactraxanthin 3-linoleate 3'-(9E-hexadecenoate),
485,LMPR01070358,Fucoxanthinol 3-linoleate 3'-gondoate,
486,LMFA02000345,10-hydroxy-12Z-octadecenoic acid,FA 18:1;O
487,LMPR01070365,Fucoxanthinol 3-stearate 3'-heptadecanoate,
488,LMFA08030039,N-(4-phenyl-3-oxo-tetranoyl)-homoserine lactone,
489,LMGL01010034,1-Juniperonoyl glycerol,MG 20:4
490,LMGP10010114,PA(14:1(9Z)/17:0),PA 31:1
491,LMGP10010174,"PA(15:1(9Z)/18:3(9Z,12Z,15Z))",PA 33:4
492,LMGP10010129,"PA(14:1(9Z)/20:4(5Z,8Z,11Z,14Z))",PA 34:5
493,LMGP10010136,"PA(14:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",PA 36:7
494,LMFA00000043,17-trimethylarsenylheptadecan-1-ol,
495,LMGP10010207,PA(16:1(9Z)/17:1(9Z)),PA 33:2
496,LMGP10010068,PA(13:0/14:1(9Z)),PA 27:1
497,LMGP10010190,PA(16:0/13:0),PA 29:0
498,LMGP10010373,"PA(18:3(6Z,9Z,12Z)/17:1(9Z))",PA 35:4
499,LMGP10010342,"PA(18:2(9Z,12Z)/15:0)",PA 33:2
500,LMGP10010290,"PA(17:2(9Z,12Z)/18:3(9Z,12Z,15Z))",PA 35:5
501,LMGP10010490,PA(19:1(9Z)/18:1(9Z)),PA 37:2
502,LMGP10010746,"PA(22:1(11Z)/20:3(8Z,11Z,14Z))",PA 42:4
503,LMGP10010667,"PA(20:5(5Z,8Z,11Z,14Z,17Z)/20:2(11Z,14Z))",PA 40:7
504,LMGP10010646,"PA(20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",PA 42:10
505,LMGP10010444,"PA(18:4(6Z,9Z,12Z,15Z)/20:2(11Z,14Z))",PA 38:6
506,LMGP10010314,"PA(18:0/18:3(9Z,12Z,15Z))",PA 36:3
507,LMGP10010700,"PA(21:0/22:4(7Z,10Z,13Z,16Z))",PA 43:4
508,LMGP10010786,"PA(22:4(7Z,10Z,13Z,16Z)/12:0)",PA 34:4
509,LMGP10020051,"PA(O-20:0/17:2(9Z,12Z))",PA O-37:2
510,LMGP10010837,"PA(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:3(8Z,11Z,14Z))",PA 42:9
511,LMGP10010806,"PA(22:4(7Z,10Z,13Z,16Z)/20:1(11Z))",PA 42:5
512,LMGP10030081,PA(P-20:0/21:0),PA O-41:1
513,LMGP10010956,"PA(18:3(9Z,12Z,15Z)/16:0)",PA 34:3
514,LMGP10010929,"PA(14:0/18:2(9Z,12Z))",PA 32:2
515,LMGP10010864,PA(20:0/14:0),PA 34:0
516,LMGP06010024,"PI(12:0/18:4(6Z,9Z,12Z,15Z))",PI 30:4
517,LMGP06010144,"PI(15:1(9Z)/18:3(9Z,12Z,15Z))",PI 33:4
518,LMGP06010338,"PI(18:3(6Z,9Z,12Z)/15:0)",PI 33:3
519,LMGP06010301,PI(18:1(9Z)/19:1(9Z)),PI 37:2
520,LMGP06010342,"PI(18:3(6Z,9Z,12Z)/17:0)",PI 35:3
521,LMGP06010367,"PI(18:3(9Z,12Z,15Z)/14:0)",PI 32:3
522,LMGP06010414,"PI(18:4(6Z,9Z,12Z,15Z)/20:2(11Z,14Z))",PI 38:6
523,LMGP06010437,PI(19:0/20:1(11Z)),PI 39:1
524,LMGP06010362,"PI(18:3(6Z,9Z,12Z)/22:2(13Z,16Z))",PI 40:5
525,LMGP06010531,"PI(20:2(11Z,14Z)/15:1(9Z))",PI 35:3
526,LMGP06010613,"PI(20:4(5Z,8Z,11Z,14Z)/22:1(11Z))",PI 42:5
527,LMGP06010701,PI(22:1(11Z)/16:1(9Z)),PI 38:2
528,LMGP06010550,"PI(20:2(11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z))",PI 40:7
529,LMGP06010592,"PI(20:4(5Z,8Z,11Z,14Z)/15:0)",PI 35:4
530,LMGP06010646,PI(21:0/14:1(9Z)),PI 35:1
531,LMGP06010661,PI(21:0/20:0),PI 41:0
532,LMGP06010663,"PI(21:0/20:2(11Z,14Z))",PI 41:2
533,LMGP06010748,"PI(22:2(13Z,16Z)/20:4(5Z,8Z,11Z,14Z))",PI 42:6
534,LMGP06010747,"PI(22:2(13Z,16Z)/20:3(8Z,11Z,14Z))",PI 42:5
535,LMGP06010757,"PI(22:4(7Z,10Z,13Z,16Z)/13:0)",PI 35:4
536,LMGP06020020,PI(O-18:0/13:0),PI O-31:0
537,LMGP06010876,"PI(16:0/18:4(6Z,9Z,12Z,15Z))",PI 34:4
538,LMGP06010879,PI(16:0/17:1(9Z)),PI 33:1
539,LMGP06030066,PI(P-20:0/17:1(9Z)),PI O-37:2
540,LMGP06030006,PI(P-16:0/15:0),PI O-31:1
541,LMGP06010925,PI(19:0/16:0),PI 35:0
542,LMGP06010960,PI(14:0/18:1(9Z)),PI 32:1
543,LMGP06020084,"PI(O-18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",PI O-40:6
544,LMGP04010116,PG(14:1(9Z)/17:0),PG 31:1
545,LMGP06030083,PI(P-20:0/22:0),PI O-42:1
546,LMGP04010161,PG(15:1(9Z)/12:0),PG 27:1
547,LMGP04010206,PG(16:1(9Z)/15:1(9Z)),PG 31:2
548,LMGP04010103,"PG(14:0/20:2(11Z,14Z))",PG 34:2
549,LMGP04010333,PG(18:1(9Z)/19:1(9Z)),PG 37:2
550,LMGP04010376,"PG(18:3(6Z,9Z,12Z)/17:2(9Z,12Z))",PG 35:5
551,LMGP04010457,PG(19:0/15:1(9Z)),PG 34:1
552,LMGP04010418,"PG(18:3(9Z,12Z,15Z)/20:5(5Z,8Z,11Z,14Z,17Z))",PG 38:8
553,LMGP04010566,"PG(20:2(11Z,14Z)/17:0)",PG 37:2
554,LMGP04010522,"PG(20:0/20:3(8Z,11Z,14Z))",PG 40:3
555,LMGP04010608,"PG(20:3(8Z,11Z,14Z)/20:0)",PG 40:3
556,LMGP04010738,"PG(22:1(11Z)/18:2(9Z,12Z))",PG 40:3
557,LMGP04010833,"PG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/19:0)",PG 41:6
558,LMGP04010700,"PG(21:0/22:2(13Z,16Z))",PG 43:2
559,LMGP04010705,PG(22:0/16:0),PG 38:0
560,LMGP04020014,PG(O-16:0/21:0),PG O-37:0
561,LMGP04010793,"PG(22:4(7Z,10Z,13Z,16Z)/16:0)",PG 38:4
562,LMGP04020008,PG(O-16:0/17:1(9Z)),PG O-33:1
563,LMGP04020046,PG(O-20:0/15:1(9Z)),PG O-35:1
564,LMGP04030059,PG(P-20:0/14:1(9Z)),PG O-34:2
565,LMGP04030004,PG(P-16:0/14:1(9Z)),PG O-30:2
566,LMGP04020044,PG(O-20:0/14:1(9Z)),PG O-34:1
567,LMGP04010912,PG(15:0/21:0),PG 36:0
568,LMGP04020083,"PG(O-18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",PG O-40:6
569,LMGP03010108,"PS(14:0/22:4(7Z,10Z,13Z,16Z))",PS 36:4
570,LMGP03010165,PS(15:1(9Z)/15:0),PS 30:1
571,LMGP03010177,"PS(15:1(9Z)/18:4(6Z,9Z,12Z,15Z))",PS 33:5
572,LMGP03010273,PS(17:1(9Z)/22:0),PS 39:1
573,LMGP03010299,"PS(17:2(9Z,12Z)/20:3(8Z,11Z,14Z))",PS 37:5
574,LMGP03010332,PS(18:1(9Z)/19:0),PS 37:1
575,LMGP03010155,"PS(15:0/20:5(5Z,8Z,11Z,14Z,17Z))",PS 35:5
576,LMGP03010363,"PS(18:2(9Z,12Z)/22:1(11Z))",PS 40:3
577,LMGP03010348,"PS(18:2(9Z,12Z)/17:1(9Z))",PS 35:3
578,LMGP03010476,PS(19:0/22:1(11Z)),PS 41:1
579,LMGP03010479,"PS(19:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",PS 41:6
580,LMGP03010729,PS(22:1(11Z)/15:0),PS 37:1
581,LMGP03010596,"PS(20:3(8Z,11Z,14Z)/16:1(9Z))",PS 36:4
582,LMGP03010678,PS(21:0/15:0),PS 36:0
583,LMGP03010843,"PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:1(11Z))",PS 44:7
584,LMGP03020038,PS(O-18:0/22:1(11Z)),PS O-40:1
585,LMGP03020003,PS(O-16:0/14:0),PS O-30:0
586,LMGP03020072,PS(O-18:0/16:1(9Z)),PS O-34:1
587,LMSL03000078,"PAT16(22:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S]))",
588,LMSL03000092,"PAT16(22:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/24:0(2Me[S],3OH[S],4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S]))",
589,LMSL03000148,"PAT16(24:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S]))",
590,LMSL03000266,"PAT16(24:1(2E)(2Me,4Me[S],6Me[S])/24:0(2Me[S],3OH[S],4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S])/24:0(2Me[S],3OH[S],4Me[S],6Me[S]))",
591,LMSL03000290,"PAT16(25:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S]))",
592,LMSL03000298,"PAT16(25:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S]))",
593,LMSL03000383,"PAT16(25:1(2E)(2Me,4Me[S],6Me[S])/24:0(2Me[S],3OH[S],4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S]))",
594,LMSL03000421,"PAT16(26:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S])/24:0(2Me[S],3OH[S],4Me[S],6Me[S])/24:0(2Me[S],3OH[S],4Me[S],6Me[S]))",
595,LMSL03000435,"PAT16(26:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S]))",
596,LMSL03000454,"PAT16(26:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S]))",
597,LMSL03000496,"PAT16(26:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S])/24:0(2Me[S],3OH[S],4Me[S],6Me[S])/24:0(2Me[S],3OH[S],4Me[S],6Me[S]))",
598,LMSL03000520,"PAT16(26:1(2E)(2Me,4Me[S],6Me[S])/24:0(2Me[S],3OH[S],4Me[S],6Me[S])/24:0(2Me[S],3OH[S],4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S]))",
599,LMSL03000527,"PAT16(24:0(2Me[S],3OH[S],4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S]))",
600,LMSL03000575,"PAT16(24:0(2Me[S],3OH[S],4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S]))",
601,LMSL03000621,"PAT16(24:0(2Me[S],3OH[S],4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S])/24:0(2Me[S],3OH[S],4Me[S],6Me[S])/24:0(2Me[S],3OH[S],4Me[S],6Me[S]))",
602,LMSL03000683,"PAT18(22:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S]))",
603,LMSL03000745,"PAT18(22:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S])/24:0(2Me[S],3OH[S],4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S]))",
604,LMSL03000624,"PAT16(24:0(2Me[S],3OH[S],4Me[S],6Me[S])/24:0(2Me[S],3OH[S],4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S]))",
605,LMSL03000659,"PAT18(22:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S]))",
606,LMSL03000785,"PAT18(24:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S]))",
607,LMSL03000814,"PAT18(24:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S]))",
608,LMSL03000881,"PAT18(24:1(2E)(2Me,4Me[S],6Me[S])/24:0(2Me[S],3OH[S],4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S])/24:0(2Me[S],3OH[S],4Me[S],6Me[S]))",
609,LMSL03000969,"PAT18(25:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/24:0(2Me[S],3OH[S],4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S]))",
610,LMSL03001065,"PAT18(26:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S]))",
611,LMSL03001072,"PAT18(26:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S]))",
612,LMSL03001123,"PAT18(26:1(2E)(2Me,4Me[S],6Me[S])/24:0(2Me[S],3OH[S],4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S]))",
613,LMSL03001149,"PAT18(24:0(2Me[S],3OH[S],4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S]))",
614,LMSL03001217,"PAT18(24:0(2Me[S],3OH[S],4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/24:0(2Me[S],3OH[S],4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S]))",
615,LMSL03001258,"PAT18(24:0(2Me[S],3OH[S],4Me[S],6Me[S])/24:0(2Me[S],3OH[S],4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S]))",
616,LMST01010295,,ST 27:5;O
617,LMST01031035,Xestosterol,ST 30:2;O
618,LMSL03001225,"PAT18(24:0(2Me[S],3OH[S],4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S]))",
619,LMST01031107,,ST 28:2;O2
620,LMST01031105,Chabrosterol,ST 27:3;O2
621,LMST01031073,Stoloniferone C,ST 28:3;O3
622,LMST01080046,Hispigenin,ST 27:2;O5
623,LMGP00000062,PGS,
624,LMST01040200,glucoclionasterol,ST 29:1;O;Hex
625,LMST01080056,,
626,LMST01080079,,
627,LMST01080090,,
628,LMST02030212,Ptilosteroid A,
629,LMFA12000021,3-Hydroxyheptan-2-one ,
630,LMFA07010156,Myristoleyl behenate,WE 36:1
631,LMFA02000062,"5S,8R-DiHOME",FA 18:1;O2
632,LMFA11000070,11Z-Hentriacontene,
633,LMFA11000064,"4E,6Z,9Z-Nonadecatriene",
634,LMFA11000169,"3Z,6Z,9Z-Tricosatriene",
635,LMFA11000180,"3Z,6Z,9Z,12Z,15Z-Tricosapentaene",
636,LMFA11000207,"11,21-Dimethyltritriacontane",
637,LMFA11000211,11-Methylheneicosane,
638,LMFA11000267,13-Methylpentatriacontane,
639,LMFA11000409,3-Methyltritriacontane,
640,LMFA11000303,"17,21-Dimethylnonatriacontane",
641,LMFA11000350,2-Methyloctadecane,
642,LMFA11000326,1-Pentacosene,
643,LMFA11000374,"3,7,11-Trimethylnonacosane",
644,LMFA11000387,"3,7-Dimethyltritriacontane",
645,LMFA11000389,"3,9-Dimethylhentriacontane",
646,LMFA11000458,5-Methylhentriacontane,
647,LMFA11000463,5-Methylpentadecane,
648,LMFA11000482,"7,11-Dimethylhentriacontane",
649,LMFA07010658,4-Methyl-3-heptyl palmitate ,WE 24:0
650,LMFA05000523,Tridecan-2-ol,FOH 13:0
651,LMFA12000321,"9S,10R-Epoxy-3Z,6Z-heneicosadiene",
652,LMPK09000004,"2S,5R-chalcogran",
653,LMFA05000520,6Z-Tridecen-2R-ol,FOH 13:1
654,LMFA12000291,"9S,10R-Epoxy-6Z-nonadecene",
655,LMFA07040017,delta-octanolide,FA 8:1
656,LMGL02010353,"DG(12:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]",DG 34:6
657,LMGL02010468,DG(15:1(9Z)/22:1(11Z)/0:0)[iso2],DG 37:2
658,LMGL03012630,TG(12:0/12:0/15:0)[iso3],TG 39:0
659,LMGL02010465,"DG(15:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)[iso2]",DG 35:6
660,LMGL02010545,"DG(19:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]",DG 41:7
661,LMGL02010343,"DG(12:0/20:3(8Z,11Z,14Z)/0:0)[iso2]",DG 32:3
662,LMGL03012818,TG(14:1(9Z)/14:1(9Z)/17:1(9Z))[iso3],TG 45:3
663,LMGL03012805,TG(14:0/21:0/21:0)[iso3],TG 56:0
664,LMGL03012943,"TG(15:1(9Z)/15:1(9Z)/20:3(8Z,11Z,14Z))[iso3]",TG 50:5
665,LMGL03012946,TG(15:1(9Z)/15:1(9Z)/21:0)[iso3],TG 51:2
666,LMGL03012956,TG(15:1(9Z)/17:0/17:0)[iso3],TG 49:1
667,LMGL03012969,"TG(15:1(9Z)/20:2(11Z,14Z)/20:2(11Z,14Z))[iso3]",TG 55:5
668,LMGL03013185,"TG(12:0/13:0/17:2(9Z,12Z))[iso6]",TG 42:2
669,LMGL03013174,"TG(22:1(11Z)/22:4(7Z,10Z,13Z,16Z)/22:4(7Z,10Z,13Z,16Z))[iso3]",TG 66:9
670,LMGL03013221,"TG(12:0/14:0/18:4(6Z,9Z,12Z,15Z))[iso6]",TG 44:4
671,LMGL03013197,"TG(12:0/13:0/20:3(8Z,11Z,14Z))[iso6]",TG 45:3
672,LMGL03013299,"TG(12:0/15:1(9Z)/17:2(9Z,12Z))[iso6]",TG 44:3
673,LMGL03013366,TG(12:0/16:1(9Z)/22:1(11Z))[iso6],TG 50:2
674,LMGL03013524,"TG(12:0/18:3(9Z,12Z,15Z)/20:2(11Z,14Z))[iso6]",TG 50:5
675,LMGL03013294,"TG(12:0/15:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]",TG 49:6
676,LMGL03013234,"TG(12:0/14:0/22:3(10Z,13Z,16Z))[iso6]",TG 48:3
677,LMGL03013412,TG(12:0/17:1(9Z)/22:0)[iso6],TG 51:1
678,LMGL03013600,TG(12:0/20:1(11Z)/22:1(11Z))[iso6],TG 54:2
679,LMGL03013726,"TG(13:0/14:1(9Z)/22:2(13Z,16Z))[iso6]",TG 49:3
680,LMGL03013701,"TG(13:0/14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]",TG 49:6
681,LMGL03013759,TG(13:0/15:1(9Z)/16:0)[iso6],TG 44:1
682,LMGL03013863,TG(13:0/17:1(9Z)/18:1(9Z))[iso6],TG 48:2
683,LMGL03013858,"TG(13:0/17:0/22:4(7Z,10Z,13Z,16Z))[iso6]",TG 52:4
684,LMGL03013852,"TG(13:0/17:0/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]",TG 50:5
